Country,Technology,Grid connection,Year,Electricity generation in GWh,Type
Algeria,Geothermal energy,Off-grid,2017,0,Renewable
Algeria,Geothermal energy,Off-grid,2018,0,Renewable
Algeria,Geothermal energy,Off-grid,2019,0,Renewable
Algeria,Geothermal energy,On-grid,2015,0,Renewable
Algeria,Geothermal energy,On-grid,2016,0,Renewable
Algeria,Geothermal energy,On-grid,2017,0,Renewable
Algeria,Geothermal energy,On-grid,2018,0,Renewable
Algeria,Geothermal energy,On-grid,2019,0,Renewable
Algeria,Coal and peat,Off-grid,2015,0,Non renewable
Algeria,Coal and peat,Off-grid,2016,0,Non renewable
Algeria,Coal and peat,Off-grid,2017,0,Non renewable
Algeria,Coal and peat,Off-grid,2018,0,Non renewable
Algeria,Coal and peat,Off-grid,2019,0,Non renewable
Algeria,Coal and peat,On-grid,2015,0,Non renewable
Algeria,Coal and peat,On-grid,2016,0,Non renewable
Algeria,Coal and peat,On-grid,2017,0,Non renewable
Algeria,Coal and peat,On-grid,2018,0,Non renewable
Algeria,Coal and peat,On-grid,2019,0,Non renewable
Algeria,Oil,Off-grid,2015,0,Non renewable
Algeria,Oil,Off-grid,2016,0,Non renewable
Algeria,Oil,Off-grid,2017,0,Non renewable
Algeria,Oil,Off-grid,2018,0,Non renewable
Algeria,Oil,Off-grid,2019,0,Non renewable
Algeria,Oil,On-grid,2015,318.046,Non renewable
Algeria,Oil,On-grid,2016,332.611,Non renewable
Algeria,Oil,On-grid,2017,314,Non renewable
Algeria,Oil,On-grid,2018,0,Non renewable
Algeria,Oil,On-grid,2019,326,Non renewable
Algeria,Natural gas,Off-grid,2015,0,Non renewable
Algeria,Natural gas,Off-grid,2016,0,Non renewable
Algeria,Natural gas,Off-grid,2017,0,Non renewable
Algeria,Natural gas,Off-grid,2018,0,Non renewable
Algeria,Natural gas,Off-grid,2019,0,Non renewable
Algeria,Natural gas,On-grid,2015,68186.289,Non renewable
Algeria,Natural gas,On-grid,2016,70458.463,Non renewable
Algeria,Natural gas,On-grid,2017,75068,Non renewable
Algeria,Natural gas,On-grid,2018,0,Non renewable
Algeria,Natural gas,On-grid,2019,34672,Non renewable
Algeria,Nuclear,Off-grid,2015,0,Non renewable
Algeria,Nuclear,Off-grid,2016,0,Non renewable
Algeria,Nuclear,Off-grid,2017,0,Non renewable
Algeria,Nuclear,Off-grid,2018,0,Non renewable
Algeria,Nuclear,Off-grid,2019,0,Non renewable
Algeria,Nuclear,On-grid,2015,0,Non renewable
Algeria,Nuclear,On-grid,2016,0,Non renewable
Algeria,Nuclear,On-grid,2017,0,Non renewable
Algeria,Nuclear,On-grid,2018,0,Non renewable
Algeria,Nuclear,On-grid,2019,0,Non renewable
Algeria,Fossil fuels n.e.s.,Off-grid,2015,0,Non renewable
Algeria,Fossil fuels n.e.s.,Off-grid,2016,0,Non renewable
Algeria,Fossil fuels n.e.s.,Off-grid,2017,0,Non renewable
Algeria,Fossil fuels n.e.s.,Off-grid,2018,0,Non renewable
Algeria,Fossil fuels n.e.s.,Off-grid,2019,0,Non renewable
Algeria,Fossil fuels n.e.s.,On-grid,2015,0,Non renewable
Algeria,Fossil fuels n.e.s.,On-grid,2016,0,Non renewable
Algeria,Fossil fuels n.e.s.,On-grid,2017,0,Non renewable
Algeria,Fossil fuels n.e.s.,On-grid,2018,75880,Non renewable
Algeria,Fossil fuels n.e.s.,On-grid,2019,45683,Non renewable
Algeria,Other non-renewable energy,Off-grid,2015,0,Non renewable
Algeria,Other non-renewable energy,Off-grid,2016,0,Non renewable
Algeria,Other non-renewable energy,Off-grid,2017,0,Non renewable
Algeria,Other non-renewable energy,Off-grid,2018,0,Non renewable
Algeria,Other non-renewable energy,Off-grid,2019,0,Non renewable
Algeria,Other non-renewable energy,On-grid,2015,0,Non renewable
Algeria,Other non-renewable energy,On-grid,2016,0,Non renewable
Algeria,Other non-renewable energy,On-grid,2017,0,Non renewable
Algeria,Other non-renewable energy,On-grid,2018,0,Non renewable
Algeria,Other non-renewable energy,On-grid,2019,0,Non renewable
American Samoa,Solar photovoltaic,Off-grid,2015,0,Renewable
American Samoa,Solar photovoltaic,Off-grid,2016,0,Renewable
American Samoa,Solar photovoltaic,Off-grid,2017,1.097,Renewable
American Samoa,Solar photovoltaic,Off-grid,2018,1.097,Renewable
American Samoa,Solar photovoltaic,Off-grid,2019,1.097,Renewable
American Samoa,Solar photovoltaic,On-grid,2015,2.494,Renewable
American Samoa,Solar photovoltaic,On-grid,2016,3.125,Renewable
American Samoa,Solar photovoltaic,On-grid,2017,3.735,Renewable
American Samoa,Solar photovoltaic,On-grid,2018,3.735,Renewable
American Samoa,Solar photovoltaic,On-grid,2019,3.735,Renewable
American Samoa,Solar thermal energy,Off-grid,2015,0,Renewable
American Samoa,Solar thermal energy,Off-grid,2016,0,Renewable
American Samoa,Solar thermal energy,Off-grid,2017,0,Renewable
American Samoa,Solar thermal energy,Off-grid,2018,0,Renewable
American Samoa,Solar thermal energy,Off-grid,2019,0,Renewable
American Samoa,Solar thermal energy,On-grid,2015,0,Renewable
American Samoa,Solar thermal energy,On-grid,2016,0,Renewable
American Samoa,Solar thermal energy,On-grid,2017,0,Renewable
American Samoa,Solar thermal energy,On-grid,2018,0,Renewable
American Samoa,Solar thermal energy,On-grid,2019,0,Renewable
American Samoa,Onshore wind energy,Off-grid,2015,0,Renewable
American Samoa,Onshore wind energy,Off-grid,2016,0,Renewable
American Samoa,Onshore wind energy,Off-grid,2017,0,Renewable
American Samoa,Onshore wind energy,Off-grid,2018,0,Renewable
American Samoa,Onshore wind energy,Off-grid,2019,0,Renewable
American Samoa,Onshore wind energy,On-grid,2015,0,Renewable
American Samoa,Onshore wind energy,On-grid,2016,0,Renewable
American Samoa,Onshore wind energy,On-grid,2017,0,Renewable
American Samoa,Onshore wind energy,On-grid,2018,0,Renewable
American Samoa,Onshore wind energy,On-grid,2019,0,Renewable
American Samoa,Offshore wind energy,Off-grid,2015,0,Renewable
American Samoa,Offshore wind energy,Off-grid,2016,0,Renewable
American Samoa,Offshore wind energy,Off-grid,2017,0,Renewable
American Samoa,Offshore wind energy,Off-grid,2018,0,Renewable
American Samoa,Offshore wind energy,Off-grid,2019,0,Renewable
American Samoa,Offshore wind energy,On-grid,2015,0,Renewable
American Samoa,Offshore wind energy,On-grid,2016,0,Renewable
American Samoa,Offshore wind energy,On-grid,2017,0,Renewable
American Samoa,Offshore wind energy,On-grid,2018,0,Renewable
American Samoa,Offshore wind energy,On-grid,2019,0,Renewable
American Samoa,Renewable hydropower,Off-grid,2015,0,Renewable
American Samoa,Renewable hydropower,Off-grid,2016,0,Renewable
American Samoa,Renewable hydropower,Off-grid,2017,0,Renewable
American Samoa,Renewable hydropower,Off-grid,2018,0,Renewable
American Samoa,Renewable hydropower,Off-grid,2019,0,Renewable
American Samoa,Renewable hydropower,On-grid,2015,0,Renewable
American Samoa,Renewable hydropower,On-grid,2016,0,Renewable
American Samoa,Renewable hydropower,On-grid,2017,0,Renewable
American Samoa,Renewable hydropower,On-grid,2018,0,Renewable
American Samoa,Renewable hydropower,On-grid,2019,0,Renewable
American Samoa,Pumped storage,Off-grid,2015,0,Renewable
American Samoa,Pumped storage,Off-grid,2016,0,Renewable
American Samoa,Pumped storage,Off-grid,2017,0,Renewable
American Samoa,Pumped storage,Off-grid,2018,0,Renewable
American Samoa,Pumped storage,Off-grid,2019,0,Renewable
American Samoa,Pumped storage,On-grid,2015,0,Renewable
American Samoa,Pumped storage,On-grid,2016,0,Renewable
American Samoa,Pumped storage,On-grid,2017,0,Renewable
American Samoa,Pumped storage,On-grid,2018,0,Renewable
American Samoa,Pumped storage,On-grid,2019,0,Renewable
American Samoa,Marine energy,Off-grid,2015,0,Renewable
American Samoa,Marine energy,Off-grid,2016,0,Renewable
American Samoa,Marine energy,Off-grid,2017,0,Renewable
American Samoa,Marine energy,Off-grid,2018,0,Renewable
American Samoa,Marine energy,Off-grid,2019,0,Renewable
American Samoa,Marine energy,On-grid,2015,0,Renewable
American Samoa,Marine energy,On-grid,2016,0,Renewable
American Samoa,Marine energy,On-grid,2017,0,Renewable
American Samoa,Marine energy,On-grid,2018,0,Renewable
American Samoa,Marine energy,On-grid,2019,0,Renewable
American Samoa,Solid biofuels,Off-grid,2015,0,Renewable
American Samoa,Solid biofuels,Off-grid,2016,0,Renewable
American Samoa,Solid biofuels,Off-grid,2017,0,Renewable
American Samoa,Solid biofuels,Off-grid,2018,0,Renewable
American Samoa,Solid biofuels,Off-grid,2019,0,Renewable
American Samoa,Solid biofuels,On-grid,2015,0,Renewable
American Samoa,Solid biofuels,On-grid,2016,0,Renewable
American Samoa,Solid biofuels,On-grid,2017,0,Renewable
American Samoa,Solid biofuels,On-grid,2018,0,Renewable
American Samoa,Solid biofuels,On-grid,2019,0,Renewable
American Samoa,Renewable municipal waste,Off-grid,2015,0,Renewable
American Samoa,Renewable municipal waste,Off-grid,2016,0,Renewable
American Samoa,Renewable municipal waste,Off-grid,2017,0,Renewable
American Samoa,Renewable municipal waste,Off-grid,2018,0,Renewable
American Samoa,Renewable municipal waste,Off-grid,2019,0,Renewable
American Samoa,Renewable municipal waste,On-grid,2015,0,Renewable
American Samoa,Renewable municipal waste,On-grid,2016,0,Renewable
American Samoa,Renewable municipal waste,On-grid,2017,0,Renewable
American Samoa,Renewable municipal waste,On-grid,2018,0,Renewable
American Samoa,Renewable municipal waste,On-grid,2019,0,Renewable
American Samoa,Liquid biofuels,Off-grid,2015,0,Renewable
American Samoa,Liquid biofuels,Off-grid,2016,0,Renewable
American Samoa,Liquid biofuels,Off-grid,2017,0,Renewable
American Samoa,Liquid biofuels,Off-grid,2018,0,Renewable
American Samoa,Liquid biofuels,Off-grid,2019,0,Renewable
American Samoa,Liquid biofuels,On-grid,2015,0,Renewable
American Samoa,Liquid biofuels,On-grid,2016,0,Renewable
American Samoa,Liquid biofuels,On-grid,2017,0,Renewable
American Samoa,Liquid biofuels,On-grid,2018,0,Renewable
American Samoa,Liquid biofuels,On-grid,2019,0,Renewable
American Samoa,Biogas,Off-grid,2015,0,Renewable
American Samoa,Biogas,Off-grid,2016,0,Renewable
American Samoa,Biogas,Off-grid,2017,0,Renewable
American Samoa,Biogas,Off-grid,2018,0,Renewable
American Samoa,Biogas,Off-grid,2019,0,Renewable
American Samoa,Biogas,On-grid,2015,0,Renewable
American Samoa,Biogas,On-grid,2016,0,Renewable
American Samoa,Biogas,On-grid,2017,0,Renewable
American Samoa,Biogas,On-grid,2018,0,Renewable
American Samoa,Biogas,On-grid,2019,0,Renewable
American Samoa,Geothermal energy,Off-grid,2015,0,Renewable
American Samoa,Geothermal energy,Off-grid,2016,0,Renewable
American Samoa,Geothermal energy,Off-grid,2017,0,Renewable
American Samoa,Geothermal energy,Off-grid,2018,0,Renewable
American Samoa,Geothermal energy,Off-grid,2019,0,Renewable
American Samoa,Geothermal energy,On-grid,2015,0,Renewable
American Samoa,Geothermal energy,On-grid,2016,0,Renewable
American Samoa,Geothermal energy,On-grid,2017,0,Renewable
American Samoa,Geothermal energy,On-grid,2018,0,Renewable
American Samoa,Geothermal energy,On-grid,2019,0,Renewable
American Samoa,Coal and peat,Off-grid,2015,0,Non renewable
American Samoa,Coal and peat,Off-grid,2016,0,Non renewable
American Samoa,Coal and peat,Off-grid,2017,0,Non renewable
American Samoa,Coal and peat,Off-grid,2018,0,Non renewable
American Samoa,Coal and peat,Off-grid,2019,0,Non renewable
American Samoa,Coal and peat,On-grid,2015,0,Non renewable
American Samoa,Coal and peat,On-grid,2016,0,Non renewable
American Samoa,Coal and peat,On-grid,2017,0,Non renewable
American Samoa,Coal and peat,On-grid,2018,0,Non renewable
American Samoa,Coal and peat,On-grid,2019,0,Non renewable
American Samoa,Oil,Off-grid,2015,0,Non renewable
American Samoa,Oil,Off-grid,2016,0,Non renewable
American Samoa,Oil,Off-grid,2017,0,Non renewable
American Samoa,Oil,Off-grid,2018,0,Non renewable
American Samoa,Oil,Off-grid,2019,0,Non renewable
American Samoa,Oil,On-grid,2015,159.677,Non renewable
American Samoa,Oil,On-grid,2016,166.255,Non renewable
American Samoa,Oil,On-grid,2017,161.208,Non renewable
American Samoa,Oil,On-grid,2018,161.208,Non renewable
American Samoa,Oil,On-grid,2019,161.208,Non renewable
American Samoa,Natural gas,Off-grid,2015,0,Non renewable
American Samoa,Natural gas,Off-grid,2016,0,Non renewable
American Samoa,Natural gas,Off-grid,2017,0,Non renewable
American Samoa,Natural gas,Off-grid,2018,0,Non renewable
American Samoa,Natural gas,Off-grid,2019,0,Non renewable
American Samoa,Natural gas,On-grid,2015,0,Non renewable
American Samoa,Natural gas,On-grid,2016,0,Non renewable
American Samoa,Natural gas,On-grid,2017,0,Non renewable
American Samoa,Natural gas,On-grid,2018,0,Non renewable
American Samoa,Natural gas,On-grid,2019,0,Non renewable
American Samoa,Nuclear,Off-grid,2015,0,Non renewable
American Samoa,Nuclear,Off-grid,2016,0,Non renewable
American Samoa,Nuclear,Off-grid,2017,0,Non renewable
American Samoa,Nuclear,Off-grid,2018,0,Non renewable
American Samoa,Nuclear,Off-grid,2019,0,Non renewable
American Samoa,Nuclear,On-grid,2015,0,Non renewable
American Samoa,Nuclear,On-grid,2016,0,Non renewable
American Samoa,Nuclear,On-grid,2017,0,Non renewable
American Samoa,Nuclear,On-grid,2018,0,Non renewable
American Samoa,Nuclear,On-grid,2019,0,Non renewable
American Samoa,Fossil fuels n.e.s.,Off-grid,2015,1.715,Non renewable
American Samoa,Fossil fuels n.e.s.,Off-grid,2016,1.544,Non renewable
American Samoa,Fossil fuels n.e.s.,Off-grid,2017,0.784,Non renewable
American Samoa,Fossil fuels n.e.s.,Off-grid,2018,0.784,Non renewable
American Samoa,Fossil fuels n.e.s.,Off-grid,2019,0.784,Non renewable
American Samoa,Fossil fuels n.e.s.,On-grid,2015,0,Non renewable
American Samoa,Fossil fuels n.e.s.,On-grid,2016,0,Non renewable
American Samoa,Fossil fuels n.e.s.,On-grid,2017,0,Non renewable
American Samoa,Fossil fuels n.e.s.,On-grid,2018,0,Non renewable
American Samoa,Fossil fuels n.e.s.,On-grid,2019,0,Non renewable
American Samoa,Other non-renewable energy,Off-grid,2015,0,Non renewable
American Samoa,Other non-renewable energy,Off-grid,2016,0,Non renewable
American Samoa,Other non-renewable energy,Off-grid,2017,0,Non renewable
American Samoa,Other non-renewable energy,Off-grid,2018,0,Non renewable
American Samoa,Other non-renewable energy,Off-grid,2019,0,Non renewable
American Samoa,Other non-renewable energy,On-grid,2015,0,Non renewable
American Samoa,Other non-renewable energy,On-grid,2016,0,Non renewable
American Samoa,Other non-renewable energy,On-grid,2017,0,Non renewable
American Samoa,Other non-renewable energy,On-grid,2018,0,Non renewable
American Samoa,Other non-renewable energy,On-grid,2019,0,Non renewable
Andorra,Solar photovoltaic,Off-grid,2015,0,Renewable
Andorra,Solar photovoltaic,Off-grid,2016,0,Renewable
Andorra,Solar photovoltaic,Off-grid,2017,0,Renewable
Andorra,Solar photovoltaic,Off-grid,2018,0,Renewable
Andorra,Solar photovoltaic,Off-grid,2019,0,Renewable
Andorra,Solar photovoltaic,On-grid,2015,0.242,Renewable
Andorra,Solar photovoltaic,On-grid,2016,0.261,Renewable
Andorra,Solar photovoltaic,On-grid,2017,0.508,Renewable
Andorra,Solar photovoltaic,On-grid,2018,0.561,Renewable
Andorra,Solar photovoltaic,On-grid,2019,0.723,Renewable
Andorra,Solar thermal energy,Off-grid,2015,0,Renewable
Andorra,Solar thermal energy,Off-grid,2016,0,Renewable
Andorra,Solar thermal energy,Off-grid,2017,0,Renewable
Andorra,Solar thermal energy,Off-grid,2018,0,Renewable
Andorra,Solar thermal energy,Off-grid,2019,0,Renewable
Andorra,Solar thermal energy,On-grid,2015,0,Renewable
Andorra,Solar thermal energy,On-grid,2016,0,Renewable
Andorra,Solar thermal energy,On-grid,2017,0,Renewable
Andorra,Solar thermal energy,On-grid,2018,0,Renewable
Andorra,Solar thermal energy,On-grid,2019,0,Renewable
Andorra,Onshore wind energy,Off-grid,2015,0,Renewable
Andorra,Onshore wind energy,Off-grid,2016,0,Renewable
Andorra,Onshore wind energy,Off-grid,2017,0,Renewable
Andorra,Onshore wind energy,Off-grid,2018,0,Renewable
Andorra,Onshore wind energy,Off-grid,2019,0,Renewable
Andorra,Onshore wind energy,On-grid,2015,0,Renewable
Andorra,Onshore wind energy,On-grid,2016,0,Renewable
Andorra,Onshore wind energy,On-grid,2017,0,Renewable
Andorra,Onshore wind energy,On-grid,2018,0,Renewable
Andorra,Onshore wind energy,On-grid,2019,0,Renewable
Andorra,Offshore wind energy,Off-grid,2015,0,Renewable
Andorra,Offshore wind energy,Off-grid,2016,0,Renewable
Andorra,Offshore wind energy,Off-grid,2017,0,Renewable
Andorra,Offshore wind energy,Off-grid,2018,0,Renewable
Andorra,Offshore wind energy,Off-grid,2019,0,Renewable
Andorra,Offshore wind energy,On-grid,2015,0,Renewable
Andorra,Offshore wind energy,On-grid,2016,0,Renewable
Andorra,Offshore wind energy,On-grid,2017,0,Renewable
Andorra,Offshore wind energy,On-grid,2018,0,Renewable
Andorra,Offshore wind energy,On-grid,2019,0,Renewable
Andorra,Renewable hydropower,Off-grid,2015,0,Renewable
Andorra,Renewable hydropower,Off-grid,2016,0,Renewable
Andorra,Renewable hydropower,Off-grid,2017,0,Renewable
Andorra,Renewable hydropower,Off-grid,2018,0,Renewable
Andorra,Renewable hydropower,Off-grid,2019,0,Renewable
Andorra,Renewable hydropower,On-grid,2015,85.671,Renewable
Andorra,Renewable hydropower,On-grid,2016,84.355,Renewable
Andorra,Renewable hydropower,On-grid,2017,85.099,Renewable
Andorra,Renewable hydropower,On-grid,2018,114.358,Renewable
Andorra,Renewable hydropower,On-grid,2019,85.597,Renewable
Andorra,Pumped storage,Off-grid,2015,0,Renewable
Andorra,Pumped storage,Off-grid,2016,0,Renewable
Andorra,Pumped storage,Off-grid,2017,0,Renewable
Andorra,Pumped storage,Off-grid,2018,0,Renewable
Andorra,Pumped storage,Off-grid,2019,0,Renewable
Andorra,Pumped storage,On-grid,2015,0,Renewable
Andorra,Pumped storage,On-grid,2016,0,Renewable
Andorra,Pumped storage,On-grid,2017,0,Renewable
Andorra,Pumped storage,On-grid,2018,0,Renewable
Andorra,Pumped storage,On-grid,2019,0,Renewable
Andorra,Marine energy,Off-grid,2015,0,Renewable
Andorra,Marine energy,Off-grid,2016,0,Renewable
Andorra,Marine energy,Off-grid,2017,0,Renewable
Andorra,Marine energy,Off-grid,2018,0,Renewable
Andorra,Marine energy,Off-grid,2019,0,Renewable
Andorra,Marine energy,On-grid,2015,0,Renewable
Andorra,Marine energy,On-grid,2016,0,Renewable
Andorra,Marine energy,On-grid,2017,0,Renewable
Andorra,Marine energy,On-grid,2018,0,Renewable
Andorra,Marine energy,On-grid,2019,0,Renewable
Andorra,Solid biofuels,Off-grid,2015,0,Renewable
Andorra,Solid biofuels,Off-grid,2016,0,Renewable
Andorra,Solid biofuels,Off-grid,2017,0,Renewable
Andorra,Solid biofuels,Off-grid,2018,0,Renewable
Andorra,Solid biofuels,Off-grid,2019,0,Renewable
Andorra,Solid biofuels,On-grid,2015,0,Renewable
Andorra,Solid biofuels,On-grid,2016,0,Renewable
Andorra,Solid biofuels,On-grid,2017,0,Renewable
Andorra,Solid biofuels,On-grid,2018,0,Renewable
Andorra,Solid biofuels,On-grid,2019,0,Renewable
Andorra,Renewable municipal waste,Off-grid,2015,0,Renewable
Andorra,Renewable municipal waste,Off-grid,2016,0,Renewable
Andorra,Renewable municipal waste,Off-grid,2017,0,Renewable
Andorra,Renewable municipal waste,Off-grid,2018,0,Renewable
Andorra,Renewable municipal waste,Off-grid,2019,0,Renewable
Andorra,Renewable municipal waste,On-grid,2015,13.809,Renewable
Andorra,Renewable municipal waste,On-grid,2016,14.161,Renewable
Andorra,Renewable municipal waste,On-grid,2017,17,Renewable
Andorra,Renewable municipal waste,On-grid,2018,20.511,Renewable
