Country,Technology,Grid connection,Year,Electricity generation in GWh,Type
Ghana,Other non-renewable energy,On-grid,2018,0,Non renewable
Ghana,Other non-renewable energy,On-grid,2019,0,Non renewable
Greece,Solar photovoltaic,Off-grid,2015,0,Renewable
Greece,Solar photovoltaic,Off-grid,2016,0,Renewable
Greece,Solar photovoltaic,Off-grid,2017,0,Renewable
Greece,Solar photovoltaic,Off-grid,2018,0,Renewable
Greece,Solar photovoltaic,Off-grid,2019,0,Renewable
Greece,Solar photovoltaic,On-grid,2015,3899.636,Renewable
Greece,Solar photovoltaic,On-grid,2016,3929.716,Renewable
Greece,Solar photovoltaic,On-grid,2017,3991.477,Renewable
Greece,Solar photovoltaic,On-grid,2018,3790.652,Renewable
Greece,Solar photovoltaic,On-grid,2019,4428.51,Renewable
Greece,Solar thermal energy,Off-grid,2015,0,Renewable
Greece,Solar thermal energy,Off-grid,2016,0,Renewable
Greece,Solar thermal energy,Off-grid,2017,0,Renewable
Greece,Solar thermal energy,Off-grid,2018,0,Renewable
Greece,Solar thermal energy,Off-grid,2019,0,Renewable
Greece,Solar thermal energy,On-grid,2015,0,Renewable
Greece,Solar thermal energy,On-grid,2016,0,Renewable
Greece,Solar thermal energy,On-grid,2017,0,Renewable
Greece,Solar thermal energy,On-grid,2018,0,Renewable
Greece,Solar thermal energy,On-grid,2019,0,Renewable
Greece,Onshore wind energy,Off-grid,2015,0,Renewable
Greece,Onshore wind energy,Off-grid,2016,0,Renewable
Greece,Onshore wind energy,Off-grid,2017,0,Renewable
Greece,Onshore wind energy,Off-grid,2018,0,Renewable
Greece,Onshore wind energy,Off-grid,2019,0,Renewable
Greece,Onshore wind energy,On-grid,2015,4621.019,Renewable
Greece,Onshore wind energy,On-grid,2016,5145.896,Renewable
Greece,Onshore wind energy,On-grid,2017,5536.987,Renewable
Greece,Onshore wind energy,On-grid,2018,6300.259,Renewable
Greece,Onshore wind energy,On-grid,2019,7266.347,Renewable
Greece,Offshore wind energy,Off-grid,2015,0,Renewable
Greece,Offshore wind energy,Off-grid,2016,0,Renewable
Greece,Offshore wind energy,Off-grid,2017,0,Renewable
Greece,Offshore wind energy,Off-grid,2018,0,Renewable
Greece,Offshore wind energy,Off-grid,2019,0,Renewable
Greece,Offshore wind energy,On-grid,2015,0,Renewable
Greece,Offshore wind energy,On-grid,2016,0,Renewable
Greece,Offshore wind energy,On-grid,2017,0,Renewable
Greece,Offshore wind energy,On-grid,2018,0,Renewable
Greece,Offshore wind energy,On-grid,2019,0,Renewable
Greece,Renewable hydropower,Off-grid,2015,0,Renewable
Greece,Renewable hydropower,Off-grid,2016,0,Renewable
Greece,Renewable hydropower,Off-grid,2017,0,Renewable
Greece,Renewable hydropower,Off-grid,2018,0,Renewable
Greece,Renewable hydropower,Off-grid,2019,0,Renewable
Greece,Renewable hydropower,On-grid,2015,6098.194,Renewable
Greece,Renewable hydropower,On-grid,2016,5542.638,Renewable
Greece,Renewable hydropower,On-grid,2017,3962.547,Renewable
Greece,Renewable hydropower,On-grid,2018,5743.448,Renewable
Greece,Renewable hydropower,On-grid,2019,3977.615,Renewable
Greece,Pumped storage,Off-grid,2015,0,Renewable
Greece,Pumped storage,Off-grid,2016,0,Renewable
Greece,Pumped storage,Off-grid,2017,0,Renewable
Greece,Pumped storage,Off-grid,2018,0,Renewable
Greece,Pumped storage,Off-grid,2019,0,Renewable
Greece,Pumped storage,On-grid,2015,52.126,Renewable
Greece,Pumped storage,On-grid,2016,22.455,Renewable
Greece,Pumped storage,On-grid,2017,77.259,Renewable
Greece,Pumped storage,On-grid,2018,16.453,Renewable
Greece,Pumped storage,On-grid,2019,73.28,Renewable
Greece,Marine energy,Off-grid,2015,0,Renewable
Greece,Marine energy,Off-grid,2016,0,Renewable
Greece,Marine energy,Off-grid,2017,0,Renewable
Greece,Marine energy,Off-grid,2018,0,Renewable
Greece,Marine energy,Off-grid,2019,0,Renewable
Greece,Marine energy,On-grid,2015,0,Renewable
Greece,Marine energy,On-grid,2016,0,Renewable
Greece,Marine energy,On-grid,2017,0,Renewable
Greece,Marine energy,On-grid,2018,0,Renewable
Greece,Marine energy,On-grid,2019,0,Renewable
Greece,Solid biofuels,Off-grid,2015,0,Renewable
Greece,Solid biofuels,Off-grid,2016,0,Renewable
Greece,Solid biofuels,Off-grid,2017,0,Renewable
Greece,Solid biofuels,Off-grid,2018,0,Renewable
Greece,Solid biofuels,Off-grid,2019,0,Renewable
Greece,Solid biofuels,On-grid,2015,1,Renewable
Greece,Solid biofuels,On-grid,2016,4.584,Renewable
Greece,Solid biofuels,On-grid,2017,9.79,Renewable
Greece,Solid biofuels,On-grid,2018,11.939,Renewable
Greece,Solid biofuels,On-grid,2019,24.67,Renewable
Greece,Renewable municipal waste,Off-grid,2015,0,Renewable
Greece,Renewable municipal waste,Off-grid,2016,0,Renewable
Greece,Renewable municipal waste,Off-grid,2017,0,Renewable
Greece,Renewable municipal waste,Off-grid,2018,0,Renewable
Greece,Renewable municipal waste,Off-grid,2019,0,Renewable
Greece,Renewable municipal waste,On-grid,2015,0,Renewable
Greece,Renewable municipal waste,On-grid,2016,0,Renewable
Greece,Renewable municipal waste,On-grid,2017,0,Renewable
Greece,Renewable municipal waste,On-grid,2018,0,Renewable
Greece,Renewable municipal waste,On-grid,2019,0,Renewable
Greece,Liquid biofuels,Off-grid,2015,0,Renewable
Greece,Liquid biofuels,Off-grid,2016,0,Renewable
Greece,Liquid biofuels,Off-grid,2017,0,Renewable
Greece,Liquid biofuels,Off-grid,2018,0,Renewable
Greece,Liquid biofuels,Off-grid,2019,0,Renewable
Greece,Liquid biofuels,On-grid,2015,0,Renewable
Greece,Liquid biofuels,On-grid,2016,0,Renewable
Greece,Liquid biofuels,On-grid,2017,0,Renewable
Greece,Liquid biofuels,On-grid,2018,0,Renewable
Greece,Liquid biofuels,On-grid,2019,0,Renewable
Greece,Biogas,Off-grid,2015,0,Renewable
Greece,Biogas,Off-grid,2016,0,Renewable
Greece,Biogas,Off-grid,2017,0,Renewable
Greece,Biogas,Off-grid,2018,0,Renewable
Greece,Biogas,Off-grid,2019,0,Renewable
Greece,Biogas,On-grid,2015,230,Renewable
Greece,Biogas,On-grid,2016,270,Renewable
Greece,Biogas,On-grid,2017,300.238,Renewable
Greece,Biogas,On-grid,2018,302.131,Renewable
Greece,Biogas,On-grid,2019,377.537,Renewable
Greece,Geothermal energy,Off-grid,2015,0,Renewable
Greece,Geothermal energy,Off-grid,2016,0,Renewable
Greece,Geothermal energy,Off-grid,2017,0,Renewable
Greece,Geothermal energy,Off-grid,2018,0,Renewable
Greece,Geothermal energy,Off-grid,2019,0,Renewable
Greece,Geothermal energy,On-grid,2015,0,Renewable
Greece,Geothermal energy,On-grid,2016,0,Renewable
Greece,Geothermal energy,On-grid,2017,0,Renewable
Greece,Geothermal energy,On-grid,2018,0,Renewable
Greece,Geothermal energy,On-grid,2019,0,Renewable
Greece,Coal and peat,Off-grid,2015,0,Non renewable
Greece,Coal and peat,Off-grid,2016,0,Non renewable
Greece,Coal and peat,Off-grid,2017,0,Non renewable
Greece,Coal and peat,Off-grid,2018,0,Non renewable
Greece,Coal and peat,Off-grid,2019,0,Non renewable
Greece,Coal and peat,On-grid,2015,22107,Non renewable
Greece,Coal and peat,On-grid,2016,18883,Non renewable
Greece,Coal and peat,On-grid,2017,18765,Non renewable
Greece,Coal and peat,On-grid,2018,17185.155,Non renewable
Greece,Coal and peat,On-grid,2019,12123.557,Non renewable
Greece,Oil,Off-grid,2015,0,Non renewable
Greece,Oil,Off-grid,2016,0,Non renewable
Greece,Oil,Off-grid,2017,0,Non renewable
Greece,Oil,Off-grid,2018,0,Non renewable
Greece,Oil,Off-grid,2019,0,Non renewable
Greece,Oil,On-grid,2015,5663,Non renewable
Greece,Oil,On-grid,2016,5565,Non renewable
Greece,Oil,On-grid,2017,5509.75,Non renewable
Greece,Oil,On-grid,2018,5546.506,Non renewable
Greece,Oil,On-grid,2019,5569.184,Non renewable
Greece,Natural gas,Off-grid,2015,0,Non renewable
Greece,Natural gas,Off-grid,2016,0,Non renewable
Greece,Natural gas,Off-grid,2017,0,Non renewable
Greece,Natural gas,Off-grid,2018,0,Non renewable
Greece,Natural gas,Off-grid,2019,0,Non renewable
Greece,Natural gas,On-grid,2015,9090,Non renewable
Greece,Natural gas,On-grid,2016,14868,Non renewable
Greece,Natural gas,On-grid,2017,17113.041,Non renewable
Greece,Natural gas,On-grid,2018,14080.102,Non renewable
Greece,Natural gas,On-grid,2019,11347.052,Non renewable
Greece,Nuclear,Off-grid,2015,0,Non renewable
Greece,Nuclear,Off-grid,2016,0,Non renewable
Greece,Nuclear,Off-grid,2017,0,Non renewable
Greece,Nuclear,Off-grid,2018,0,Non renewable
Greece,Nuclear,Off-grid,2019,0,Non renewable
Greece,Nuclear,On-grid,2015,0,Non renewable
Greece,Nuclear,On-grid,2016,0,Non renewable
Greece,Nuclear,On-grid,2017,0,Non renewable
Greece,Nuclear,On-grid,2018,0,Non renewable
Greece,Nuclear,On-grid,2019,0,Non renewable
Greece,Fossil fuels n.e.s.,Off-grid,2015,0,Non renewable
Greece,Fossil fuels n.e.s.,Off-grid,2016,0,Non renewable
Greece,Fossil fuels n.e.s.,Off-grid,2017,0,Non renewable
Greece,Fossil fuels n.e.s.,Off-grid,2018,0,Non renewable
Greece,Fossil fuels n.e.s.,Off-grid,2019,0,Non renewable
Greece,Fossil fuels n.e.s.,On-grid,2015,0,Non renewable
Greece,Fossil fuels n.e.s.,On-grid,2016,0,Non renewable
Greece,Fossil fuels n.e.s.,On-grid,2017,0,Non renewable
Greece,Fossil fuels n.e.s.,On-grid,2018,0,Non renewable
Greece,Fossil fuels n.e.s.,On-grid,2019,0,Non renewable
Greece,Other non-renewable energy,Off-grid,2015,0,Non renewable
Greece,Other non-renewable energy,Off-grid,2016,0,Non renewable
Greece,Other non-renewable energy,Off-grid,2017,0,Non renewable
Greece,Other non-renewable energy,Off-grid,2018,0,Non renewable
Greece,Other non-renewable energy,Off-grid,2019,0,Non renewable
Greece,Other non-renewable energy,On-grid,2015,112,Non renewable
Greece,Other non-renewable energy,On-grid,2016,207,Non renewable
Greece,Other non-renewable energy,On-grid,2017,0,Non renewable
Greece,Other non-renewable energy,On-grid,2018,286.14,Non renewable
Greece,Other non-renewable energy,On-grid,2019,289.74,Non renewable
Greenland,Solar photovoltaic,Off-grid,2015,0,Renewable
Greenland,Solar photovoltaic,Off-grid,2016,0,Renewable
Greenland,Solar photovoltaic,Off-grid,2017,0,Renewable
Greenland,Solar photovoltaic,Off-grid,2018,0.122,Renewable
Greenland,Solar photovoltaic,Off-grid,2019,0.122,Renewable
Greenland,Solar photovoltaic,On-grid,2015,0,Renewable
Greenland,Solar photovoltaic,On-grid,2016,0,Renewable
Greenland,Solar photovoltaic,On-grid,2017,0,Renewable
Greenland,Solar photovoltaic,On-grid,2018,0,Renewable
Greenland,Solar photovoltaic,On-grid,2019,0,Renewable
Greenland,Solar thermal energy,Off-grid,2015,0,Renewable
Greenland,Solar thermal energy,Off-grid,2016,0,Renewable
Greenland,Solar thermal energy,Off-grid,2017,0,Renewable
Greenland,Solar thermal energy,Off-grid,2018,0,Renewable
Greenland,Solar thermal energy,Off-grid,2019,0,Renewable
Greenland,Solar thermal energy,On-grid,2015,0,Renewable
Greenland,Solar thermal energy,On-grid,2016,0,Renewable
Greenland,Solar thermal energy,On-grid,2017,0,Renewable
Greenland,Solar thermal energy,On-grid,2018,0,Renewable
Greenland,Solar thermal energy,On-grid,2019,0,Renewable
Greenland,Onshore wind energy,Off-grid,2015,0,Renewable
Greenland,Onshore wind energy,Off-grid,2016,0,Renewable
Greenland,Onshore wind energy,Off-grid,2017,0,Renewable
Greenland,Onshore wind energy,Off-grid,2018,0.088,Renewable
Greenland,Onshore wind energy,Off-grid,2019,0.088,Renewable
Greenland,Onshore wind energy,On-grid,2015,0,Renewable
Greenland,Onshore wind energy,On-grid,2016,0,Renewable
Greenland,Onshore wind energy,On-grid,2017,0,Renewable
Greenland,Onshore wind energy,On-grid,2018,0,Renewable
Greenland,Onshore wind energy,On-grid,2019,0,Renewable
Greenland,Offshore wind energy,Off-grid,2015,0,Renewable
Greenland,Offshore wind energy,Off-grid,2016,0,Renewable
Greenland,Offshore wind energy,Off-grid,2017,0,Renewable
Greenland,Offshore wind energy,Off-grid,2018,0,Renewable
Greenland,Offshore wind energy,Off-grid,2019,0,Renewable
Greenland,Offshore wind energy,On-grid,2015,0,Renewable
Greenland,Offshore wind energy,On-grid,2016,0,Renewable
Greenland,Offshore wind energy,On-grid,2017,0,Renewable
Greenland,Offshore wind energy,On-grid,2018,0,Renewable
Greenland,Offshore wind energy,On-grid,2019,0,Renewable
Greenland,Renewable hydropower,Off-grid,2015,0,Renewable
Greenland,Renewable hydropower,Off-grid,2016,0,Renewable
Greenland,Renewable hydropower,Off-grid,2017,0,Renewable
Greenland,Renewable hydropower,Off-grid,2018,0,Renewable
Greenland,Renewable hydropower,Off-grid,2019,0,Renewable
Greenland,Renewable hydropower,On-grid,2015,422.857,Renewable
Greenland,Renewable hydropower,On-grid,2016,400.912,Renewable
Greenland,Renewable hydropower,On-grid,2017,376,Renewable
Greenland,Renewable hydropower,On-grid,2018,406,Renewable
Greenland,Renewable hydropower,On-grid,2019,389,Renewable
Greenland,Pumped storage,Off-grid,2015,0,Renewable
Greenland,Pumped storage,Off-grid,2016,0,Renewable
Greenland,Pumped storage,Off-grid,2017,0,Renewable
Greenland,Pumped storage,Off-grid,2018,0,Renewable
Greenland,Pumped storage,Off-grid,2019,0,Renewable
Greenland,Pumped storage,On-grid,2015,0,Renewable
Greenland,Pumped storage,On-grid,2016,0,Renewable
Greenland,Pumped storage,On-grid,2017,0,Renewable
Greenland,Pumped storage,On-grid,2018,0,Renewable
Greenland,Pumped storage,On-grid,2019,0,Renewable
Greenland,Marine energy,Off-grid,2015,0,Renewable
Greenland,Marine energy,Off-grid,2016,0,Renewable
Greenland,Marine energy,Off-grid,2017,0,Renewable
Greenland,Marine energy,Off-grid,2018,0,Renewable
Greenland,Marine energy,Off-grid,2019,0,Renewable
Greenland,Marine energy,On-grid,2015,0,Renewable
Greenland,Marine energy,On-grid,2016,0,Renewable
Greenland,Marine energy,On-grid,2017,0,Renewable
Greenland,Marine energy,On-grid,2018,0,Renewable
Greenland,Marine energy,On-grid,2019,0,Renewable
Greenland,Solid biofuels,Off-grid,2015,0,Renewable
Greenland,Solid biofuels,Off-grid,2016,0,Renewable
Greenland,Solid biofuels,Off-grid,2017,0,Renewable
Greenland,Solid biofuels,Off-grid,2018,0,Renewable
Greenland,Solid biofuels,Off-grid,2019,0,Renewable
Greenland,Solid biofuels,On-grid,2015,0,Renewable
Greenland,Solid biofuels,On-grid,2016,0,Renewable
Greenland,Solid biofuels,On-grid,2017,0,Renewable
Greenland,Solid biofuels,On-grid,2018,0,Renewable
Greenland,Solid biofuels,On-grid,2019,0,Renewable
Greenland,Renewable municipal waste,Off-grid,2015,0,Renewable
Greenland,Renewable municipal waste,Off-grid,2016,0,Renewable
Greenland,Renewable municipal waste,Off-grid,2017,0,Renewable
Greenland,Renewable municipal waste,Off-grid,2018,0,Renewable
Greenland,Renewable municipal waste,Off-grid,2019,0,Renewable
Greenland,Renewable municipal waste,On-grid,2015,0,Renewable
Greenland,Renewable municipal waste,On-grid,2016,0,Renewable
Greenland,Renewable municipal waste,On-grid,2017,0,Renewable
Greenland,Renewable municipal waste,On-grid,2018,0,Renewable
Greenland,Renewable municipal waste,On-grid,2019,0,Renewable
Greenland,Liquid biofuels,Off-grid,2015,0,Renewable
Greenland,Liquid biofuels,Off-grid,2016,0,Renewable
Greenland,Liquid biofuels,Off-grid,2017,0,Renewable
Greenland,Liquid biofuels,Off-grid,2018,0,Renewable
Greenland,Liquid biofuels,Off-grid,2019,0,Renewable
Greenland,Liquid biofuels,On-grid,2015,0,Renewable
Greenland,Liquid biofuels,On-grid,2016,0,Renewable
Greenland,Liquid biofuels,On-grid,2017,0,Renewable
Greenland,Liquid biofuels,On-grid,2018,0,Renewable
Greenland,Liquid biofuels,On-grid,2019,0,Renewable
Greenland,Biogas,Off-grid,2015,0,Renewable
Greenland,Biogas,Off-grid,2016,0,Renewable
Greenland,Biogas,Off-grid,2017,0,Renewable
Greenland,Biogas,Off-grid,2018,0,Renewable
Greenland,Biogas,Off-grid,2019,0,Renewable
Greenland,Biogas,On-grid,2015,0,Renewable
Greenland,Biogas,On-grid,2016,0,Renewable
Greenland,Biogas,On-grid,2017,0,Renewable
Greenland,Biogas,On-grid,2018,0,Renewable
Greenland,Biogas,On-grid,2019,0,Renewable
Greenland,Geothermal energy,Off-grid,2015,0,Renewable
Greenland,Geothermal energy,Off-grid,2016,0,Renewable
Greenland,Geothermal energy,Off-grid,2017,0,Renewable
Greenland,Geothermal energy,Off-grid,2018,0,Renewable
Greenland,Geothermal energy,Off-grid,2019,0,Renewable
Greenland,Geothermal energy,On-grid,2015,0,Renewable
Greenland,Geothermal energy,On-grid,2016,0,Renewable
Greenland,Geothermal energy,On-grid,2017,0,Renewable
Greenland,Geothermal energy,On-grid,2018,0,Renewable
Greenland,Geothermal energy,On-grid,2019,0,Renewable
Greenland,Coal and peat,Off-grid,2015,0,Non renewable
Greenland,Coal and peat,Off-grid,2016,0,Non renewable
Greenland,Coal and peat,Off-grid,2017,0,Non renewable
Greenland,Coal and peat,Off-grid,2018,0,Non renewable
Greenland,Coal and peat,Off-grid,2019,0,Non renewable
Greenland,Coal and peat,On-grid,2015,0,Non renewable
Greenland,Coal and peat,On-grid,2016,0,Non renewable
Greenland,Coal and peat,On-grid,2017,0,Non renewable
Greenland,Coal and peat,On-grid,2018,0,Non renewable
Greenland,Coal and peat,On-grid,2019,0,Non renewable
Greenland,Oil,Off-grid,2015,0,Non renewable
Greenland,Oil,Off-grid,2016,0,Non renewable
Greenland,Oil,Off-grid,2017,0,Non renewable
Greenland,Oil,Off-grid,2018,0,Non renewable
Greenland,Oil,Off-grid,2019,0,Non renewable
Greenland,Oil,On-grid,2015,0,Non renewable
Greenland,Oil,On-grid,2016,0,Non renewable
Greenland,Oil,On-grid,2017,0,Non renewable
Greenland,Oil,On-grid,2018,0,Non renewable
Greenland,Oil,On-grid,2019,0,Non renewable
Greenland,Natural gas,Off-grid,2015,0,Non renewable
Greenland,Natural gas,Off-grid,2016,0,Non renewable
Greenland,Natural gas,Off-grid,2017,0,Non renewable
Greenland,Natural gas,Off-grid,2018,0,Non renewable
Greenland,Natural gas,Off-grid,2019,0,Non renewable
Greenland,Natural gas,On-grid,2015,0,Non renewable
Greenland,Natural gas,On-grid,2016,0,Non renewable
Greenland,Natural gas,On-grid,2017,0,Non renewable
Greenland,Natural gas,On-grid,2018,0,Non renewable
Greenland,Natural gas,On-grid,2019,0,Non renewable
Greenland,Nuclear,Off-grid,2015,0,Non renewable
Greenland,Nuclear,Off-grid,2016,0,Non renewable
Greenland,Nuclear,Off-grid,2017,0,Non renewable
Greenland,Nuclear,Off-grid,2018,0,Non renewable
Greenland,Nuclear,Off-grid,2019,0,Non renewable
Greenland,Nuclear,On-grid,2015,0,Non renewable
Greenland,Nuclear,On-grid,2016,0,Non renewable
Greenland,Nuclear,On-grid,2017,0,Non renewable
Greenland,Nuclear,On-grid,2018,0,Non renewable
Greenland,Nuclear,On-grid,2019,0,Non renewable
Greenland,Fossil fuels n.e.s.,Off-grid,2015,97.222,Non renewable
Greenland,Fossil fuels n.e.s.,Off-grid,2016,89.444,Non renewable
Greenland,Fossil fuels n.e.s.,Off-grid,2017,111,Non renewable
Greenland,Fossil fuels n.e.s.,Off-grid,2018,114,Non renewable
Greenland,Fossil fuels n.e.s.,Off-grid,2019,103,Non renewable
Greenland,Fossil fuels n.e.s.,On-grid,2015,0,Non renewable
Greenland,Fossil fuels n.e.s.,On-grid,2016,0,Non renewable
Greenland,Fossil fuels n.e.s.,On-grid,2017,0,Non renewable
Greenland,Fossil fuels n.e.s.,On-grid,2018,0,Non renewable
Greenland,Fossil fuels n.e.s.,On-grid,2019,0,Non renewable
Greenland,Other non-renewable energy,Off-grid,2015,0,Non renewable
Greenland,Other non-renewable energy,Off-grid,2016,0,Non renewable
Greenland,Other non-renewable energy,Off-grid,2017,0,Non renewable
Greenland,Other non-renewable energy,Off-grid,2018,0,Non renewable
Greenland,Other non-renewable energy,Off-grid,2019,0,Non renewable
Greenland,Other non-renewable energy,On-grid,2015,0,Non renewable
Greenland,Other non-renewable energy,On-grid,2016,0,Non renewable
Greenland,Other non-renewable energy,On-grid,2017,0,Non renewable
Greenland,Other non-renewable energy,On-grid,2018,0,Non renewable
Greenland,Other non-renewable energy,On-grid,2019,0,Non renewable
Grenada,Solar photovoltaic,Off-grid,2015,0,Renewable
Grenada,Solar photovoltaic,Off-grid,2016,0,Renewable
Grenada,Solar photovoltaic,Off-grid,2017,0,Renewable
Grenada,Solar photovoltaic,Off-grid,2018,0,Renewable
Grenada,Solar photovoltaic,Off-grid,2019,0,Renewable
Grenada,Solar photovoltaic,On-grid,2015,1.338,Renewable
Grenada,Solar photovoltaic,On-grid,2016,2.313,Renewable
Grenada,Solar photovoltaic,On-grid,2017,3.085,Renewable
Grenada,Solar photovoltaic,On-grid,2018,3.296,Renewable
Grenada,Solar photovoltaic,On-grid,2019,3.742,Renewable
Grenada,Solar thermal energy,Off-grid,2015,0,Renewable
Grenada,Solar thermal energy,Off-grid,2016,0,Renewable
Grenada,Solar thermal energy,Off-grid,2017,0,Renewable
Grenada,Solar thermal energy,Off-grid,2018,0,Renewable
Grenada,Solar thermal energy,Off-grid,2019,0,Renewable
Grenada,Solar thermal energy,On-grid,2015,0,Renewable
Grenada,Solar thermal energy,On-grid,2016,0,Renewable
Grenada,Solar thermal energy,On-grid,2017,0,Renewable
Grenada,Solar thermal energy,On-grid,2018,0,Renewable
Grenada,Solar thermal energy,On-grid,2019,0,Renewable
Grenada,Onshore wind energy,Off-grid,2015,0,Renewable
Grenada,Onshore wind energy,Off-grid,2016,0,Renewable
Grenada,Onshore wind energy,Off-grid,2017,0,Renewable
Grenada,Onshore wind energy,Off-grid,2018,0,Renewable
Grenada,Onshore wind energy,Off-grid,2019,0,Renewable
Grenada,Onshore wind energy,On-grid,2015,0.224,Renewable
Grenada,Onshore wind energy,On-grid,2016,0.224,Renewable
Grenada,Onshore wind energy,On-grid,2017,0.224,Renewable
Grenada,Onshore wind energy,On-grid,2018,0.224,Renewable
Grenada,Onshore wind energy,On-grid,2019,0.224,Renewable
Grenada,Offshore wind energy,Off-grid,2015,0,Renewable
Grenada,Offshore wind energy,Off-grid,2016,0,Renewable
Grenada,Offshore wind energy,Off-grid,2017,0,Renewable
Grenada,Offshore wind energy,Off-grid,2018,0,Renewable
Grenada,Offshore wind energy,Off-grid,2019,0,Renewable
Grenada,Offshore wind energy,On-grid,2015,0,Renewable
Grenada,Offshore wind energy,On-grid,2016,0,Renewable
Grenada,Offshore wind energy,On-grid,2017,0,Renewable
Grenada,Offshore wind energy,On-grid,2018,0,Renewable
Grenada,Offshore wind energy,On-grid,2019,0,Renewable
Grenada,Renewable hydropower,Off-grid,2015,0,Renewable
Grenada,Renewable hydropower,Off-grid,2016,0,Renewable
Grenada,Renewable hydropower,Off-grid,2017,0,Renewable
Grenada,Renewable hydropower,Off-grid,2018,0,Renewable
Grenada,Renewable hydropower,Off-grid,2019,0,Renewable
Grenada,Renewable hydropower,On-grid,2015,0,Renewable
Grenada,Renewable hydropower,On-grid,2016,0,Renewable
Grenada,Renewable hydropower,On-grid,2017,0,Renewable
Grenada,Renewable hydropower,On-grid,2018,0,Renewable
Grenada,Renewable hydropower,On-grid,2019,0,Renewable
Grenada,Pumped storage,Off-grid,2015,0,Renewable
Grenada,Pumped storage,Off-grid,2016,0,Renewable
Grenada,Pumped storage,Off-grid,2017,0,Renewable
Grenada,Pumped storage,Off-grid,2018,0,Renewable
Grenada,Pumped storage,Off-grid,2019,0,Renewable
Grenada,Pumped storage,On-grid,2015,0,Renewable
Grenada,Pumped storage,On-grid,2016,0,Renewable
Grenada,Pumped storage,On-grid,2017,0,Renewable
Grenada,Pumped storage,On-grid,2018,0,Renewable
Grenada,Pumped storage,On-grid,2019,0,Renewable
Grenada,Marine energy,Off-grid,2015,0,Renewable
Grenada,Marine energy,Off-grid,2016,0,Renewable
Grenada,Marine energy,Off-grid,2017,0,Renewable
Grenada,Marine energy,Off-grid,2018,0,Renewable
Grenada,Marine energy,Off-grid,2019,0,Renewable
Grenada,Marine energy,On-grid,2015,0,Renewable
Grenada,Marine energy,On-grid,2016,0,Renewable
Grenada,Marine energy,On-grid,2017,0,Renewable
Grenada,Marine energy,On-grid,2018,0,Renewable
Grenada,Marine energy,On-grid,2019,0,Renewable
Grenada,Solid biofuels,Off-grid,2015,0,Renewable
Grenada,Solid biofuels,Off-grid,2016,0,Renewable
Grenada,Solid biofuels,Off-grid,2017,0,Renewable
Grenada,Solid biofuels,Off-grid,2018,0,Renewable
Grenada,Solid biofuels,Off-grid,2019,0,Renewable
Grenada,Solid biofuels,On-grid,2015,0,Renewable
Grenada,Solid biofuels,On-grid,2016,0,Renewable
Grenada,Solid biofuels,On-grid,2017,0,Renewable
Grenada,Solid biofuels,On-grid,2018,0,Renewable
Grenada,Solid biofuels,On-grid,2019,0,Renewable
Grenada,Renewable municipal waste,Off-grid,2015,0,Renewable
Grenada,Renewable municipal waste,Off-grid,2016,0,Renewable
Grenada,Renewable municipal waste,Off-grid,2017,0,Renewable
Grenada,Renewable municipal waste,Off-grid,2018,0,Renewable
Grenada,Renewable municipal waste,Off-grid,2019,0,Renewable
Grenada,Renewable municipal waste,On-grid,2015,0,Renewable
Grenada,Renewable municipal waste,On-grid,2016,0,Renewable
Grenada,Renewable municipal waste,On-grid,2017,0,Renewable
Grenada,Renewable municipal waste,On-grid,2018,0,Renewable
Grenada,Renewable municipal waste,On-grid,2019,0,Renewable
Grenada,Liquid biofuels,Off-grid,2015,0,Renewable
Grenada,Liquid biofuels,Off-grid,2016,0,Renewable
Grenada,Liquid biofuels,Off-grid,2017,0,Renewable
Grenada,Liquid biofuels,Off-grid,2018,0,Renewable
Grenada,Liquid biofuels,Off-grid,2019,0,Renewable
Grenada,Liquid biofuels,On-grid,2015,0,Renewable
Grenada,Liquid biofuels,On-grid,2016,0,Renewable
Grenada,Liquid biofuels,On-grid,2017,0,Renewable
Grenada,Liquid biofuels,On-grid,2018,0,Renewable
Grenada,Liquid biofuels,On-grid,2019,0,Renewable
Grenada,Biogas,Off-grid,2015,0,Renewable
Grenada,Biogas,Off-grid,2016,0,Renewable
Grenada,Biogas,Off-grid,2017,0,Renewable
Grenada,Biogas,Off-grid,2018,0,Renewable
Grenada,Biogas,Off-grid,2019,0,Renewable
Grenada,Biogas,On-grid,2015,0,Renewable
Grenada,Biogas,On-grid,2016,0,Renewable
Grenada,Biogas,On-grid,2017,0,Renewable
Grenada,Biogas,On-grid,2018,0,Renewable
Grenada,Biogas,On-grid,2019,0,Renewable
Grenada,Geothermal energy,Off-grid,2015,0,Renewable
Grenada,Geothermal energy,Off-grid,2016,0,Renewable
Grenada,Geothermal energy,Off-grid,2017,0,Renewable
Grenada,Geothermal energy,Off-grid,2018,0,Renewable
Grenada,Geothermal energy,Off-grid,2019,0,Renewable
Grenada,Geothermal energy,On-grid,2015,0,Renewable
Grenada,Geothermal energy,On-grid,2016,0,Renewable
Grenada,Geothermal energy,On-grid,2017,0,Renewable
Grenada,Geothermal energy,On-grid,2018,0,Renewable
Grenada,Geothermal energy,On-grid,2019,0,Renewable
Grenada,Coal and peat,Off-grid,2015,0,Non renewable
Grenada,Coal and peat,Off-grid,2016,0,Non renewable
